Title, Price ,Village,Kaza,Summary,Area,Furnished?,Floor Number,Details,Website
RWK174/Ts - High floor Spacious Duplex for Sale in Sahel Alma,"$475,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,255 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/rwk174ts-high-floor-spacious-duplex-for-sale-in-sahel-alma-ID114827110.html
RWK175/Ts - New Spacious Apartment for Sale in Sahel Alma,"$210,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk175ts-new-spacious-apartment-for-sale-in-sahel-alma-ID114827102.html
250Sqm | Duplex For Sale in Saida | Panoramic View,"$50,000 ",Saida Downtown, Saida,Bedroom(s): 3 | Bathroom(s): 3,250 SQM,Unfurnished,2,This property contains: Balcony,https://olx.com.lb/ad/250sqm-duplex-for-sale-in-saida-panoramic-view-ID114907065.html
240 Sqm | Semi Furnished Apartment for sale in Naccache | 4th Floor,"$170,000 ",Naccache, Metn,Bedroom(s): 3 | Bathroom(s): 3,240 SQM,Semi-furnished,4,This property contains: Balcony,https://olx.com.lb/ad/240-sqm-semi-furnished-apartment-for-sale-in-naccache-4th-floor-ID114834170.html
RWK188/Ts - Amazing fully equipped apartment for sale in Sahel Alma,"$420,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,350 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk188ts-amazing-fully-equipped-apartment-for-sale-in-sahel-alma-ID114834121.html
200 Sqm | New Apartment  in Monteverde + 100 Sqm Garden | Mountain,"$575,000 ",Monteverde, Metn,Bedroom(s): 3 | Bathroom(s): 4,200 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Storage room",https://olx.com.lb/ad/200-sqm-new-apartment-in-monteverde-100-sqm-garden-mountain-ID114749610.html
Spacious And Luxury Apartment For Sale In Raouche | 290 SQM |,"$1,450,000 ",Rawche, Beirut,Bedroom(s): 3 | Bathroom(s): 4,290 SQM,Unfurnished,3,"This property contains: Covered Parking, Maids Room",https://olx.com.lb/ad/spacious-and-luxury-apartment-for-sale-in-raouche-290-sqm-ID114746357.html
"Yarzeh Pirme (350Sq) Furnished With Garden, ??? ????? ?? ??????","$700,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 3,350 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Security, Study, Storage room",https://olx.com.lb/ad/yarzeh-pirme-350sq-furnished-with-garden-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D8%B1%D8%B2%D9%87-ID114907061.html
RWK189/Ts - Apartment for sale in Adma,"$120,000 ",Adma w Dafnah, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk189ts-apartment-for-sale-in-adma-ID114834470.html
315 Sqm | Super Deluxe Duplex For sale in Antelias | Sea view,"$975,000 ",Antelias, Metn,Bedroom(s): 3 | Bathroom(s): 6,315 SQM,No Data,No Data,"This property contains: Balcony, Maids Room, Storage room",https://olx.com.lb/ad/315-sqm-super-deluxe-duplex-for-sale-in-antelias-sea-view-ID114834327.html
RWK104/S - Luxury Apartment for sale in Adonis !,"$360,000 ",Adonis, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,300 SQM,Unfurnished,No Data,This property contains: Private Jacuzzi,https://olx.com.lb/ad/rwk104s-luxury-apartment-for-sale-in-adonis-ID114826991.html
Ballouneh 220m2 | High-end | Brand New | Panoramic view |,"$150,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,220 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/ballouneh-220m2-high-end-brand-new-panoramic-view-ID109590639.html
360 SQM Duplex with 65 SQM terrace in Dik el Mehdi! REF#HS51925,"$230,000 ",Dik El Mehdi, Metn,Bedroom(s): 5 | Bathroom(s): 4,360 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/360-sqm-duplex-with-65-sqm-terrace-in-dik-el-mehdi-refhs51925-ID114893097.html
Mesmerizing Fully renovated furnished apartment in Ashrafieh- Sassine,"$270,000 ",Sassine, Beirut,Bedroom(s): 2 | Bathroom(s): 2,140 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Elevator",https://olx.com.lb/ad/mesmerizing-fully-renovated-furnished-apartment-in-ashrafieh-sassine-ID114885184.html
???? ?????!! ??? ????? ?????? ??? ??? ???? ????? ?? ?? ???? ??????,"$165,000 ",Dam wa Farz, Tripoli,Bedroom(s): 3 | Bathroom(s): 4,220 SQM,Unfurnished,9,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Elevator, Storage room",https://olx.com.lb/ad/%D8%B5%D9%81%D9%82%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D8%B4%D9%82%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D9%A2%D9%A2%D9%A0-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B6%D9%85-%D9%88%D9%81%D8%B1%D8%B2-%D8%B7%D8%B1%D8%A7%D8%A8%D9%84%D8%B3-ID114750746.html
30m chalet + parking Solemar Resort Kaslik Kesrouane,"$60,000 ",Kaslik, Keserouan,Bedroom(s): 1 | Bathroom(s): 1,36 SQM,No Data,Basement,No Data,https://olx.com.lb/ad/30m-chalet-parking-solemar-resort-kaslik-kesrouane-ID114130956.html
"SPEARS Prime Area 3 Bedrooms (270Sq) ,??? ????? ??","$215,000 ",Spears, Beirut,Bedroom(s): 3 | Bathroom(s): 3,270 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet, Elevator",https://olx.com.lb/ad/spears-prime-area-3-bedrooms-270sq-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-ID114890997.html
RWK103/S - Brand new apartment For Sale in Zouk Mosbeh,"$115,000 ",Zouk Mosbeh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk103s-brand-new-apartment-for-sale-in-zouk-mosbeh-ID114826946.html
RWK101/S - Well Maintained Used Apartment for sale in Adonis,"$190,000 ",Adonis, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,300 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk101s-well-maintained-used-apartment-for-sale-in-adonis-ID114826923.html
130 Sqm |Apartment for Sale in Klayaat | Mountain View,"$100,000 ",Klayaat, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,130 SQM,Unfurnished,2,This property contains: Balcony,https://olx.com.lb/ad/130-sqm-apartment-for-sale-in-klayaat-mountain-view-ID114558655.html
RWK110/S - For Sale brand new apartment in Adonis,"$145,000 ",Adonis, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,145 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk110s-for-sale-brand-new-apartment-in-adonis-ID114827032.html
RWK108/S - Well Maintained apartment For Sale in Adonis,"$85,000 ",Adonis, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,190 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk108s-well-maintained-apartment-for-sale-in-adonis-ID114827022.html
"RWK106/S - For Sale, Brand new Apartment in Zouk Mosbeh","$120,000 ",Zouk Mosbeh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,212 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk106s-for-sale-brand-new-apartment-in-zouk-mosbeh-ID114827011.html
RWK105/S - Apartment for sale in the heart of Adonis,"$150,000 ",Adonis, Keserouan,Bedroom(s): 2 | Bathroom(s): 3,130 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/rwk105s-apartment-for-sale-in-the-heart-of-adonis-ID114827004.html
Bright And Glowy Apartment For Sale In Rawche | 250 SQM |,"$1,100,000 ",Rawche, Beirut,Bedroom(s): 2 | Bathroom(s): 4,250 SQM,Unfurnished,2,"This property contains: Covered Parking, Maids Room",https://olx.com.lb/ad/bright-and-glowy-apartment-for-sale-in-rawche-250-sqm-ID114746336.html
123 Sqm | Furnished Apartment for Sale in Batroun | Sea View,"$85,000 ",Batroun Town, Batroun,Bedroom(s): 2 | Bathroom(s): 2,123 SQM,No Data,4,"This property contains: Balcony, Pets Allowed",https://olx.com.lb/ad/123-sqm-furnished-apartment-for-sale-in-batroun-sea-view-ID114558220.html
255 Sqm | Furnished Apartment for Sale or Rent in Sahel Alma,"$300,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,255 SQM,No Data,4,"This property contains: Balcony, Maids Room, Pets Allowed",https://olx.com.lb/ad/255-sqm-furnished-apartment-for-sale-or-rent-in-sahel-alma-ID114558127.html
250 Sqm | Spacious apartment + 50 Sqm Garden and terrace  | Dik EL MEh,"$275,000 ",Dik El Mehdi, Metn,Bedroom(s): 3 | Bathroom(s): 4,250 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/250-sqm-spacious-apartment-50-sqm-garden-and-terrace-dik-el-meh-ID114458741.html
Catch this Beautifully Decorated 2 Master Bed Penthouse!,"$350,000 ",Beit Mery, Metn,Bedroom(s): 2 | Bathroom(s): 3,225 SQM,Unfurnished,5,No Data,https://olx.com.lb/ad/catch-this-beautifully-decorated-2-master-bed-penthouse-ID114879778.html
A-2256: Apartment for sale in Mansourieh ??? ????? ?? ?????????,"$110,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 2,150 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/a-2256-apartment-for-sale-in-mansourieh-%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%8A%D9%87-ID114795593.html
Luxurious Apartment For Sale In Downtown | Terrace | 129 SQM |,"$2,800,000 ",Downtown, Beirut,Bedroom(s): 3 | Bathroom(s): 4,535 SQM,Unfurnished,1,"This property contains: Covered Parking, Maids Room",https://olx.com.lb/ad/luxurious-apartment-for-sale-in-downtown-terrace-129-sqm-ID114537728.html
290 Sqm | Spacious Apartment in Beit El Chaar | Sea and mountain view,"$300,000 ",Beit El Chaar, Metn,Bedroom(s): 4 | Bathroom(s): 5,290 SQM,Unfurnished,2,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/290-sqm-spacious-apartment-in-beit-el-chaar-sea-and-mountain-view-ID114462091.html
185 Sqm |Apartment Jal El Dib | Sea panoramic view,"$220,000 ",Jal El Dib, Metn,Bedroom(s): 3 | Bathroom(s): 4,185 SQM,Unfurnished,5,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/185-sqm-apartment-jal-el-dib-sea-panoramic-view-ID114015364.html
A-2936: Apartment for sale in Dekweneh ??? ????? ?? ????????,"$145,000 ",Dekwaneh, Metn,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,Unfurnished,No Data,"This property contains: Central A/C & heating, Covered Parking",https://olx.com.lb/ad/a-2936-apartment-for-sale-in-dekweneh-%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AF%D9%83%D9%88%D8%A7%D9%86%D9%87-ID111484686.html
"Apartment for Sale Beirut,Hamra","$300,000 ",Hamra, Beirut,Bedroom(s): 1 | Bathroom(s): 1,80 SQM,Unfurnished,1,No Data,https://olx.com.lb/ad/apartment-for-sale-beiruthamra-ID114580844.html
"Furnished Aparment for sale ,Ain EL mreisseh","$550,000 ",Ain Al Mraiseh, Beirut,Bedroom(s): 2 | Bathroom(s): 3,232 SQM,No Data,8,"This property contains: Balcony, Built in Kitchen Appliances, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/furnished-aparment-for-sale-ain-el-mreisseh-ID114167104.html
"Apartment for Sale Beirut, Achrafieh","$380,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,280 SQM,Unfurnished,9,This property contains: Maids Room,https://olx.com.lb/ad/apartment-for-sale-beirut-achrafieh-ID114626536.html
300 Sqm | Deluxe apartment for sale in Baabda | Mountain and sea view,"$600,000 ",Baabda Town, Baabda,Bedroom(s): 4 | Bathroom(s): 5,300 SQM,Unfurnished,4,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/300-sqm-deluxe-apartment-for-sale-in-baabda-mountain-and-sea-view-ID114458966.html
126 Sqm | Fully Decorated Apartment for sale in Jbeil -Blat | Sea view,"$125,000 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,126 SQM,Unfurnished,1,This property contains: Storage room,https://olx.com.lb/ad/126-sqm-fully-decorated-apartment-for-sale-in-jbeil-blat-sea-view-ID114834636.html
179 Sqm | Apartment for sale in Achrafieh | City view,"$450,000 ",Achrafieh, Beirut,Bedroom(s): 2 | Bathroom(s): 3,179 SQM,Unfurnished,10,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/179-sqm-apartment-for-sale-in-achrafieh-city-view-ID114834571.html
"Apartment for Sale Beirut ,Ras El Nabeh","$390,000 ",Ras Al Nabaa, Beirut,Bedroom(s): 3 | Bathroom(s): 3,215 SQM,Unfurnished,10,"This property contains: Balcony, Maids Room, Elevator",https://olx.com.lb/ad/apartment-for-sale-beirut-ras-el-nabeh-ID114829968.html
754 Sqm + 140 Sqm Terrace | Luxurious Duplex for sale in Yarzeh,"$1,942,000 ",Yarzeh, Baabda,Bedroom(s): 5 | Bathroom(s): 7,754 SQM,Unfurnished,9,"This property contains: Central A/C & heating, Maids Room, Private Gym, Private Jacuzzi, Private Pool, Elevator, Storage room",https://olx.com.lb/ad/754-sqm-140-sqm-terrace-luxurious-duplex-for-sale-in-yarzeh-ID114750073.html
Amazing Apartment | 200 sqm terrace | Roof top,"$361,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,215 SQM,No Data,No Data,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/amazing-apartment-200-sqm-terrace-roof-top-ID114822128.html
120 Sqm | Apartment for sale in Blaybel | Mountain view,"$110,000 ",Blaybel, Baabda,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,Unfurnished,2,This property contains: Storage room,https://olx.com.lb/ad/120-sqm-apartment-for-sale-in-blaybel-mountain-view-ID114750149.html
Blat |Apartment|Terrace |????| ??? ????? |PLS22280-A1,"$110,000 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 3,140 SQM,Unfurnished,Basement,No Data,https://olx.com.lb/ad/blat-apartmentterrace-%D8%A8%D9%84%D8%A7%D8%B7-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls22280-a1-ID114309436.html
Ballouneh 150m2 | New | Luxurious | Private Street | Catch |,"$125,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,150 SQM,Unfurnished,2,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/ballouneh-150m2-new-luxurious-private-street-catch-ID114037437.html
250 Sqm | Apartment for sale in Nabay|Mountain and sea view,"$250,000 ",Nabay, Metn,Bedroom(s): 4 | Bathroom(s): 4,250 SQM,Unfurnished,1,"This property contains: Balcony, Maids Room, Storage room",https://olx.com.lb/ad/250-sqm-apartment-for-sale-in-nabaymountain-and-sea-view-ID114834793.html
Duplex with Garden and View in Kornet Chehwan,"$330,000 ",Cornet Chahwan, Metn,Bedroom(s): 4 | Bathroom(s): 5,400 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/duplex-with-garden-and-view-in-kornet-chehwan-ID114793127.html
NEW DEAL!! Modern Apartment in Kornet Chehwan,"$230,000 ",Cornet Chahwan, Metn,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/new-deal-modern-apartment-in-kornet-chehwan-ID114691851.html
Exclusive Apartment in Kornet Chehwan !!,"$357,000 ",Cornet Chahwan, Metn,Bedroom(s): 4 | Bathroom(s): 6,460 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/exclusive-apartment-in-kornet-chehwan-ID114691770.html
Apartment in Elissar with Amazing View,"$145,000 ",Elissar, Metn,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/apartment-in-elissar-with-amazing-view-ID114689787.html
Affordable Apartment+Terrace in Kornet Chehwan,"$80,000 ",Cornet Chahwan, Metn,Bedroom(s): 2 | Bathroom(s): 2,117 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/affordable-apartmentterrace-in-kornet-chehwan-ID114689375.html
165Sqm|Fully furnished apartment for sale in Tilal Ain Saadeh|sea view,"$200,000 ",Tilal Ain Saade, Metn,Bedroom(s): 3 | Bathroom(s): 3,165 SQM,No Data,1,"This property contains: Balcony, Central A/C & heating, Maids Room, Storage room",https://olx.com.lb/ad/165sqmfully-furnished-apartment-for-sale-in-tilal-ain-saadehsea-view-ID114834853.html
180 Sqm | Fully decorated apartment for sale in Fanar|Sea view,"$185,000 ",Fanar, Metn,Bedroom(s): 3 | Bathroom(s): 4,180 SQM,Unfurnished,2,"This property contains: Balcony, Maids Room, Storage room",https://olx.com.lb/ad/180-sqm-fully-decorated-apartment-for-sale-in-fanarsea-view-ID114834838.html
165 Sqm | Apartment for sale in Nabay|Mountain and sea view,"$180,000 ",Nabay, Metn,Bedroom(s): 3 | Bathroom(s): 3,165 SQM,Unfurnished,1,"This property contains: Balcony, Maids Room, Storage room",https://olx.com.lb/ad/165-sqm-apartment-for-sale-in-nabaymountain-and-sea-view-ID114834817.html
Ballouneh 220m2 | High-end | Brand New | Panoramic view |,"$150,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,220 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/ballouneh-220m2-high-end-brand-new-panoramic-view-ID109590639.html
360 SQM Duplex with 65 SQM terrace in Dik el Mehdi! REF#HS51925,"$230,000 ",Dik El Mehdi, Metn,Bedroom(s): 5 | Bathroom(s): 4,360 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/360-sqm-duplex-with-65-sqm-terrace-in-dik-el-mehdi-refhs51925-ID114893097.html
Mesmerizing Fully renovated furnished apartment in Ashrafieh- Sassine,"$270,000 ",Sassine, Beirut,Bedroom(s): 2 | Bathroom(s): 2,140 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Elevator",https://olx.com.lb/ad/mesmerizing-fully-renovated-furnished-apartment-in-ashrafieh-sassine-ID114885184.html
???? ?????!! ??? ????? ?????? ??? ??? ???? ????? ?? ?? ???? ??????,"$165,000 ",Dam wa Farz, Tripoli,Bedroom(s): 3 | Bathroom(s): 4,220 SQM,Unfurnished,9,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Elevator, Storage room",https://olx.com.lb/ad/%D8%B5%D9%81%D9%82%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D8%B4%D9%82%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D9%A2%D9%A2%D9%A0-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B6%D9%85-%D9%88%D9%81%D8%B1%D8%B2-%D8%B7%D8%B1%D8%A7%D8%A8%D9%84%D8%B3-ID114750746.html
30m chalet + parking Solemar Resort Kaslik Kesrouane,"$60,000 ",Kaslik, Keserouan,Bedroom(s): 1 | Bathroom(s): 1,36 SQM,No Data,Basement,No Data,https://olx.com.lb/ad/30m-chalet-parking-solemar-resort-kaslik-kesrouane-ID114130956.html
"SPEARS Prime Area 3 Bedrooms (270Sq) ,??? ????? ??","$215,000 ",Spears, Beirut,Bedroom(s): 3 | Bathroom(s): 3,270 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet, Elevator",https://olx.com.lb/ad/spears-prime-area-3-bedrooms-270sq-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-ID114890997.html
120 Sqm|Apartment for sale in Mar Roukoz,"$100,000 ",Mar Roukoz, Metn,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,Unfurnished,No Data,This property contains: Balcony,https://olx.com.lb/ad/120-sqmapartment-for-sale-in-mar-roukoz-ID114834768.html
Sale Simple Apartment in Mazraat Yachouh!,"$110,000 ",Mazraat Yachouh, Metn,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/sale-simple-apartment-in-mazraat-yachouh-ID114795328.html
Amazing Apartment | Ajaltoun | Great deal,"$205,000 ",Ajaltoun, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,210 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/amazing-apartment-ajaltoun-great-deal-ID114822113.html
"SUPER CATCH (120Sq) In Ain El Remaneh, ??? ?? ??? ???????","$120,000 ",Ain El Remmaneh, Beirut,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/super-catch-120sq-in-ain-el-remaneh-%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D9%86%D8%A9-ID112529379.html
260Sqm | Fully Furnished Duplex For Sale in Saida,"$95,000 ",Saida Downtown, Saida,Bedroom(s): 3 | Bathroom(s): 3,260 SQM,No Data,1,This property contains: Balcony,https://olx.com.lb/ad/260sqm-fully-furnished-duplex-for-sale-in-saida-ID114907025.html
Gorgeous Apartment | Calm Area | Sea View,"$307,500 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,518 SQM,No Data,No Data,"This property contains: Balcony, Maids Room, Private Garden, Storage room",https://olx.com.lb/ad/gorgeous-apartment-calm-area-sea-view-ID114907019.html
"beautiful apartment located in Ain Saadeh, REF#CH71785","$155,000 ",Ain Saadeh, Metn,Bedroom(s): 3 | Bathroom(s): 3,210 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/beautiful-apartment-located-in-ain-saadeh-refch71785-ID114907017.html
"HOT DEAL (380Sq) In Yarzeh Prime ,??? ????? ?? ??????","$499,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,380 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/hot-deal-380sq-in-yarzeh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D8%B1%D8%B2%D9%87-ID112474750.html
